@relation opDCT_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 {Benign,Malignant}

@data
255,255,255,255,255,255,255,255,255,153,178,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,89,11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,217,255,146,255,54,255,150,255,138,255,98,255,255,255,255,255,255,255,255,255,210,255,101,255,32,255,98,255,255,255,255,255,255,255,255,255,255,255,253,255,6,Benign
255,255,255,255,255,255,189,31,255,255,255,255,255,255,53,255,255,255,255,255,255,255,255,200,255,255,255,255,255,93,255,51,255,255,255,255,255,255,255,255,255,255,153,255,255,255,255,89,Benign
255,255,255,255,255,255,255,255,255,255,255,255,174,255,13,214,255,255,255,255,255,255,255,255,255,255,255,255,52,255,152,255,255,255,255,255,255,255,255,255,255,255,255,255,13,255,66,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,115,255,255,255,96,255,255,255,29,255,255,255,30,255,255,255,255,255,255,255,255,255,255,255,105,255,255,255,51,255,255,255,255,255,255,255,255,255,255,255,253,255,159,255,106,255,105,Benign
255,255,255,69,255,255,59,255,255,254,255,129,26,5,96,241,255,255,255,255,255,255,255,4,255,255,255,165,240,100,255,255,255,255,255,255,255,255,255,99,255,255,255,255,211,124,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,10,Benign
255,122,255,255,255,255,23,255,255,255,255,255,255,255,255,255,255,102,255,255,255,255,255,255,255,255,255,255,94,255,255,255,255,241,255,255,255,161,255,255,255,255,255,255,10,255,255,255,Benign
255,255,255,255,255,206,255,223,255,255,255,255,255,255,255,255,255,255,255,255,14,54,255,176,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,37,57,111,255,255,255,255,26,4,39,2,255,160,255,255,255,130,255,41,255,255,255,255,17,100,85,149,255,255,255,255,255,104,255,255,255,255,255,255,255,72,62,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,239,255,81,255,142,255,255,255,255,255,255,255,255,255,206,255,255,255,255,255,255,207,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,57,255,255,255,255,255,255,255,255,255,255,36,255,255,60,255,246,255,255,255,255,255,255,255,255,255,255,255,255,255,255,195,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,83,255,255,190,255,255,255,209,255,255,68,255,255,142,192,255,255,255,251,255,255,255,255,38,248,255,175,255,255,60,171,Benign
255,255,255,255,255,255,227,255,255,255,255,23,221,255,203,171,255,255,255,255,255,255,255,255,65,255,255,227,255,255,255,255,255,255,255,255,255,255,255,255,255,255,135,255,255,255,255,255,Benign
255,255,255,255,255,251,238,255,255,231,255,255,255,255,255,255,255,255,255,255,255,255,97,255,255,59,255,255,255,255,255,255,255,255,255,255,255,255,28,255,255,110,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,61,255,255,255,255,122,255,255,255,255,255,255,255,255,255,255,255,94,255,255,19,255,255,255,34,255,255,255,255,255,255,255,255,255,255,255,137,255,218,255,141,Benign
255,255,255,255,203,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,13,255,255,255,90,255,255,255,255,255,255,255,255,255,255,255,255,138,255,255,255,255,255,255,255,255,143,Benign
255,255,255,255,255,255,79,255,255,255,255,141,255,255,255,255,255,255,255,49,255,255,255,129,255,255,255,255,177,255,255,255,255,255,255,255,255,255,145,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,190,255,120,255,255,255,126,255,116,255,255,255,228,255,255,255,66,255,144,159,238,255,255,255,161,255,255,255,107,255,255,255,46,255,246,255,195,255,255,255,36,Benign
255,255,255,11,255,127,255,255,255,134,255,255,255,255,255,255,255,255,255,45,255,255,255,245,255,255,255,255,255,255,255,255,255,255,255,223,255,255,255,143,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,111,255,255,255,Benign
255,255,255,41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,159,255,156,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,20,218,255,92,255,24,255,255,255,190,255,49,255,255,255,255,255,255,255,110,255,242,255,130,255,255,255,255,255,255,255,255,255,6,255,255,255,209,255,159,255,255,255,245,Benign
255,255,255,129,255,255,255,255,255,255,255,255,255,255,255,255,255,130,255,255,255,150,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,60,255,255,255,161,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,167,20,255,255,169,255,255,255,255,255,255,255,255,214,255,96,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,237,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,133,255,255,255,255,108,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,70,255,255,255,255,255,255,255,255,255,255,255,166,255,255,74,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,26,255,Benign
255,255,255,255,255,255,255,255,255,255,255,45,255,255,120,255,255,255,255,255,118,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,95,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,26,255,255,111,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,143,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,161,255,255,255,255,255,255,255,255,255,255,255,246,255,255,255,255,255,227,255,255,237,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,190,255,255,255,255,238,255,241,255,255,172,255,255,255,255,255,255,255,255,255,255,255,255,190,255,255,9,255,255,255,255,255,255,255,255,255,255,255,255,226,255,255,177,255,Benign
255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,245,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,53,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,255,255,255,255,58,255,255,255,255,255,255,255,255,77,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,208,23,255,255,Benign
255,255,255,115,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,53,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,181,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,225,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,167,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,92,255,255,255,201,255,208,255,255,255,255,255,245,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,236,255,255,255,255,255,255,Benign
255,255,234,19,255,140,233,235,255,14,255,54,255,98,242,184,255,255,255,171,255,255,255,255,255,84,255,62,255,242,255,255,255,255,255,85,255,149,255,255,255,214,255,147,255,227,255,225,Benign
255,255,255,35,255,255,255,255,255,74,255,3,255,102,255,32,255,255,255,120,255,255,255,255,255,255,255,255,255,255,255,91,255,255,255,28,255,255,255,255,255,255,255,255,255,255,255,66,Benign
255,255,255,255,255,241,255,55,255,255,255,255,255,255,255,255,255,255,255,255,255,213,255,248,255,255,255,255,255,255,255,255,255,255,255,255,255,56,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,30,255,255,255,226,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,137,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,56,255,129,255,255,255,255,255,53,255,76,255,255,255,255,255,255,255,255,255,255,255,178,90,255,72,255,255,255,255,255,255,255,255,194,255,255,60,255,255,26,255,145,Benign
255,255,255,255,255,255,255,180,255,255,255,255,255,255,255,255,255,255,255,68,65,255,13,255,255,174,255,255,255,255,255,255,255,255,255,255,255,255,255,74,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,134,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,155,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,149,255,255,21,255,255,255,255,255,116,255,168,255,255,255,255,87,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,44,255,255,255,255,49,255,125,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,151,255,Benign
255,255,255,255,255,255,22,255,255,255,255,255,255,73,140,60,255,255,255,255,243,255,104,255,255,255,255,255,255,132,255,135,255,255,255,255,255,255,254,255,255,255,255,255,255,148,255,255,Benign
255,255,255,255,255,255,157,9,255,255,255,255,255,186,236,16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,136,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,174,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,231,255,255,255,255,255,255,255,12,255,255,255,255,255,56,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,224,11,255,255,255,Benign
255,255,255,255,44,255,255,255,255,185,255,196,255,255,55,255,255,255,255,255,255,255,255,255,255,201,255,87,255,255,27,255,255,130,255,255,255,255,255,255,255,255,255,123,255,51,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,36,122,21,255,255,255,255,255,255,255,255,255,255,255,255,206,1,255,224,255,255,255,255,255,255,255,255,255,255,255,255,255,36,255,255,255,Benign
255,255,255,255,255,255,54,255,255,255,255,255,255,255,255,255,255,255,255,255,255,138,255,255,166,255,255,255,46,163,1,55,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,104,53,114,255,255,255,255,255,152,255,74,168,255,255,255,255,138,130,255,255,255,255,255,255,255,228,255,4,255,255,255,243,35,203,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,249,255,255,255,85,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,222,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,171,255,255,255,255,80,255,255,255,255,255,255,255,189,255,255,252,255,229,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,119,255,255,255,255,255,255,255,204,255,255,255,255,255,255,255,121,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,50,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,20,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,174,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,135,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,238,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,36,255,255,255,76,255,255,255,255,255,178,255,255,255,255,255,204,255,57,255,255,255,255,255,255,255,194,255,255,255,255,255,255,Benign
255,255,255,255,99,255,255,190,255,255,255,255,255,86,255,255,255,255,255,255,255,255,193,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,50,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,140,255,255,8,255,255,255,255,255,178,255,255,255,255,59,255,255,255,255,255,255,255,255,255,255,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,189,255,255,255,Benign
255,255,255,255,255,157,94,211,255,255,255,255,255,53,255,255,255,255,255,255,255,255,148,255,255,255,255,255,61,255,255,255,255,255,255,255,110,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,15,120,255,255,124,255,79,255,255,255,35,255,42,255,255,255,255,255,255,255,138,255,36,255,255,255,88,255,9,255,255,255,255,109,255,255,140,255,33,255,29,255,240,255,211,Benign
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,142,207,255,255,255,255,255,172,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,255,255,255,255,255,255,255,173,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,179,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Benign
255,177,255,153,255,250,255,211,255,255,255,41,255,102,255,8,255,255,255,69,255,255,255,255,255,255,255,197,255,16,255,156,255,255,255,255,255,255,255,255,255,47,255,255,255,210,255,228,Benign
255,255,255,255,255,255,255,255,255,255,255,246,255,255,255,255,255,255,255,34,255,41,25,34,165,8,255,255,227,144,207,176,255,255,255,255,255,255,255,255,255,255,255,255,255,10,255,134,Benign
